Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
MK,Indicateurs macro,4,Afghanistan,6129,Croissance annuelle US$,22015,Formation brute de capital fixe,2017,2017,%,12.593362,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6182,"Croissance annuelle US $, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,8.197521,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6109,Valeur en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,339621.1774,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6110,Valeur US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,4992.453824,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6183,"Valeur en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,318717.2141,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6184,"Valeur US $, aux prix du 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,5212.61319,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6103,Part du PIB US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,26.420199,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6187,"Part du PIB US$, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,26.723326,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6157,Part du PIB en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,26.420199,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6186,"Part du PIB en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,26.723326,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6155,Croissance annuelle en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,7.890693,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6181,Croissance annuelle aux prix de 2015,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,6.411059,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6129,Croissance annuelle US$,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,7.635635,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6182,"Croissance annuelle US $, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,6.411059,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6109,Valeur en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,45382.18015,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6110,Valeur US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,667.121057,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6183,"Valeur en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,56200.6234,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6184,"Valeur US $, aux prix du 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,919.159988,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6103,Part du PIB US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,3.530422,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6187,"Part du PIB US$, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,4.712226,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6157,Part du PIB en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,3.530422,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6186,"Part du PIB en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,4.712226,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6155,Croissance annuelle en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,-9.800657,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6181,Croissance annuelle aux prix de 2015,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,18.122969,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6129,Croissance annuelle US$,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,-10.013892,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6182,"Croissance annuelle US $, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,18.122969,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6189,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) en devise locale",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,0.133626,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6163,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) US $",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,0.133626,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6109,Valeur en devise locale,22011,Revenu national brut,2017,2017,million LCU,1302376.237,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6110,Valeur US $,22011,Revenu national brut,2017,2017,Millions d’USD,19145.01702,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6119,Valeur US $ par habitant,22011,Revenu national brut,2017,2017,US$,537.126294,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6103,Part du PIB US $,22011,Revenu national brut,2017,2017,%,101.315942,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6155,Croissance annuelle en devise locale,22011,Revenu national brut,2017,2017,%,5.446732,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,6129,Croissance annuelle US$,22011,Revenu national brut,2017,2017,%,5.197452,X,Ciffre de sources internationales,
MK,Indicateurs macro,4,Afghanistan,61290,Croissance annuelle US$ par habitant,22011,Revenu national brut,2017,2017,%,2.224784,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6109,Valeur en devise locale,22008,Produit Intérieur Brut,2017,2017,million LCU,5078189.925,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6110,Valeur US $,22008,Produit Intérieur Brut,2017,2017,Millions d’USD,380851.4441,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6119,Valeur US $ par habitant,22008,Produit Intérieur Brut,2017,2017,US$,6723.928582,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6183,"Valeur en devise locale, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,million LCU,4501701.615,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6185,"Valeur US $ par habitant, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,US$,6229.166021,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6184,"Valeur US $, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,Millions d’USD,352827.4945,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6155,Croissance annuelle en devise locale,22008,Produit Intérieur Brut,2017,2017,%,6.694647,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6181,Croissance annuelle aux prix de 2015,22008,Produit Intérieur Brut,2017,2017,%,1.157947,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6129,Croissance annuelle US$,22008,Produit Intérieur Brut,2017,2017,%,17.7038,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,61290,Croissance annuelle US$ par habitant,22008,Produit Intérieur Brut,2017,2017,%,17.24884,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6182,"Croissance annuelle US $, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,1.157947,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,61820,"Croissance annuelle US $ par habitant, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,0.766942,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6109,Valeur en devise locale,22015,Formation brute de capital fixe,2017,2017,million LCU,832762.4724,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6110,Valeur US $,22015,Formation brute de capital fixe,2017,2017,Millions d’USD,62455.08635,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6183,"Valeur en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,million LCU,764883.4776,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6184,"Valeur US $, aux prix du 2015",22015,Formation brute de capital fixe,2017,2017,Millions d’USD,59948.86913,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6103,Part du PIB US $,22015,Formation brute de capital fixe,2017,2017,%,16.398805,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6187,"Part du PIB US$, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,16.990986,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6157,Part du PIB en devise locale,22015,Formation brute de capital fixe,2017,2017,%,16.398805,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6186,"Part du PIB en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,16.990986,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6155,Croissance annuelle en devise locale,22015,Formation brute de capital fixe,2017,2017,%,0.316164,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6181,Croissance annuelle aux prix de 2015,22015,Formation brute de capital fixe,2017,2017,%,-2.033136,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6129,Croissance annuelle US$,22015,Formation brute de capital fixe,2017,2017,%,10.667161,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6182,"Croissance annuelle US $, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,-2.033136,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6109,Valeur en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,126640,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6110,Valeur US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,9497.680787,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6183,"Valeur en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,111545.0795,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6184,"Valeur US $, aux prix du 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,8742.5099,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6103,Part du PIB US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,2.493802,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6187,"Part du PIB US$, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,2.477843,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6157,Part du PIB en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,2.493802,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6186,"Part du PIB en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,2.477843,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6155,Croissance annuelle en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,10.212784,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6181,Croissance annuelle aux prix de 2015,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,19.080359,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6129,Croissance annuelle US$,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,21.584952,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6182,"Croissance annuelle US $, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,19.080359,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6109,Valeur en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,635419,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6110,Valeur US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,47654.82334,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6183,"Valeur en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,554832.6536,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6184,"Valeur US $, aux prix du 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,43485.82642,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6103,Part du PIB US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.512706,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6187,"Part du PIB US$, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.324954,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6157,Part du PIB en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.512706,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6186,"Part du PIB en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,12.324954,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6155,Croissance annuelle en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,6.943009,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6181,Croissance annuelle aux prix de 2015,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,-0.188365,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6129,Croissance annuelle US$,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,17.977789,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6182,"Croissance annuelle US $, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,-0.188365,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6189,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) en devise locale",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,5.017522,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6163,"Ratio du valeur ajoutée (Agriculture, Sylviculture et Pêche) US $",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,,5.017522,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6109,Valeur en devise locale,22011,Revenu national brut,2017,2017,million LCU,4937395,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6110,Valeur US $,22011,Revenu national brut,2017,2017,Millions d’USD,370292.1796,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6119,Valeur US $ par habitant,22011,Revenu national brut,2017,2017,US$,6537.504869,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6103,Part du PIB US $,22011,Revenu national brut,2017,2017,%,97.227458,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6155,Croissance annuelle en devise locale,22011,Revenu national brut,2017,2017,%,6.464489,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,6129,Croissance annuelle US$,22011,Revenu national brut,2017,2017,%,17.449893,X,Ciffre de sources internationales,
MK,Indicateurs macro,710,Afrique du Sud,61290,Croissance annuelle US$ par habitant,22011,Revenu national brut,2017,2017,%,16.995914,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6109,Valeur en devise locale,22008,Produit Intérieur Brut,2017,2017,million LCU,1550645.486,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6110,Valeur US $,22008,Produit Intérieur Brut,2017,2017,Millions d’USD,13019.72986,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6119,Valeur US $ par habitant,22008,Produit Intérieur Brut,2017,2017,US$,4521.752219,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6183,"Valeur en devise locale, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,million LCU,1538196.67,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6185,"Valeur US $ par habitant, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,US$,4241.125641,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6184,"Valeur US $, aux prix du 2015",22008,Produit Intérieur Brut,2017,2017,Millions d’USD,12211.70632,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6155,Croissance annuelle en devise locale,22008,Produit Intérieur Brut,2017,2017,%,5.308487,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6181,Croissance annuelle aux prix de 2015,22008,Produit Intérieur Brut,2017,2017,%,3.802198,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6129,Croissance annuelle US$,22008,Produit Intérieur Brut,2017,2017,%,9.765944,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,61290,Croissance annuelle US$ par habitant,22008,Produit Intérieur Brut,2017,2017,%,9.831056,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6182,"Croissance annuelle US $, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,3.802198,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,61820,"Croissance annuelle US $ par habitant, aux prix de 2015",22008,Produit Intérieur Brut,2017,2017,%,3.863772,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6109,Valeur en devise locale,22015,Formation brute de capital fixe,2017,2017,million LCU,381094.4416,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6110,Valeur US $,22015,Formation brute de capital fixe,2017,2017,Millions d’USD,3199.79436,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6183,"Valeur en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,million LCU,380307.8659,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6184,"Valeur US $, aux prix du 2015",22015,Formation brute de capital fixe,2017,2017,Millions d’USD,3019.254991,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6103,Part du PIB US $,22015,Formation brute de capital fixe,2017,2017,%,24.576503,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6187,"Part du PIB US$, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,24.724268,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6157,Part du PIB en devise locale,22015,Formation brute de capital fixe,2017,2017,%,24.576503,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6186,"Part du PIB en devise locale, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,24.724268,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6155,Croissance annuelle en devise locale,22015,Formation brute de capital fixe,2017,2017,%,6.209861,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6181,Croissance annuelle aux prix de 2015,22015,Formation brute de capital fixe,2017,2017,%,6.034336,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6129,Croissance annuelle US$,22015,Formation brute de capital fixe,2017,2017,%,10.705471,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6182,"Croissance annuelle US $, aux prix de 2015",22015,Formation brute de capital fixe,2017,2017,%,6.034336,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6109,Valeur en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,294965.7481,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6110,Valeur US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,2476.629502,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6183,"Valeur en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,million LCU,291935.875,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6184,"Valeur US $, aux prix du 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,Millions d’USD,2317.671883,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6103,Part du PIB US $,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,19.022127,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6187,"Part du PIB US$, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,18.979099,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6157,Part du PIB en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,19.022127,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6186,"Part du PIB en devise locale, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,18.979099,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6155,Croissance annuelle en devise locale,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,0.916479,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6181,Croissance annuelle aux prix de 2015,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,0.835138,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6129,Croissance annuelle US$,22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,5.188033,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6182,"Croissance annuelle US $, aux prix de 2015",22016,"Valeur ajoutée (agriculture, sylviculture et pêche)",2017,2017,%,0.835138,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6109,Valeur en devise locale,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,95491.3368,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6110,Valeur US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,801.776692,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6183,"Valeur en devise locale, aux prix de 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,million LCU,95612.5329,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6184,"Valeur US $, aux prix du 2015",22075,Valeur ajoutée (Industrie manufacturière),2017,2017,Millions d’USD,759.065596,X,Ciffre de sources internationales,
MK,Indicateurs macro,8,Albanie,6103,Part du PIB US $,22075,Valeur ajoutée (Industrie manufacturière),2017,2017,%,6.158167,X,Ciffre de sources internationales,
